user_id,posted,sentiment_analysis
76561197991872030,2014-02-04,positivo
76561198087716285,2013-11-29,positivo
claytonlee,2014-06-30,positivo
Lumii92,2014-09-03,positivo
lumpty,2015-07-29,negativo
LumpyPoser,2013-11-30,positivo
LumpyPoser,2013-11-25,negativo
76561198159891952,Posted August 29.,positivo
76561198159891952,Posted May 26.,positivo
76561198159891952,Posted April 2.,neutral
76561198159891952,Posted April 24.,negativo
76561198159891952,2015-05-16,positivo
76561198159891952,2015-09-24,positivo
Lunabird,2011-12-27,positivo
HoQG,2015-12-09,negativo
HoQG,Posted January 15.,neutral
Lixoanormal,2014-03-23,neutral
Lixoanormal,2014-02-09,positivo
Lixoanormal,2014-01-20,neutral
lurchibald,2014-02-18,negativo
lurchibald,2015-06-15,negativo
lurchibald,2015-12-16,positivo
76561198096922815,2015-11-05,positivo
76561198096922815,2015-06-22,positivo
76561198096922815,2014-03-14,positivo
76561198096922815,2015-07-03,negativo
76561198096922815,2015-09-24,negativo
creamlc,2014-08-27,positivo
creamlc,2014-07-14,positivo
creamlc,2014-06-23,positivo
lutzayy,Posted May 9.,negativo
lutzayy,Posted July 3.,negativo
lutzayy,Posted July 3.,positivo
lutzayy,Posted July 3.,positivo
Luugo,2014-12-19,neutral
Luugo,2014-09-09,neutral
Luugo,2014-07-08,neutral
76561198064157523,2014-09-02,positivo
FokkoChan2,Posted January 14.,neutral
Gunzerker1003,2015-08-29,negativo
Gunzerker1003,Posted July 9.,positivo
Gunzerker1003,2015-02-10,positivo
Gunzerker1003,2014-12-26,negativo
Gunzerker1003,2014-12-09,positivo
Gunzerker1003,2014-07-31,neutral
Gunzerker1003,2014-06-22,negativo
Gunzerker1003,2014-05-11,negativo
76561197972209961,2014-11-20,positivo
76561197969599867,2015-12-05,negativo
76561198042926871,2013-12-27,positivo
76561198190651641,2015-11-24,neutral
76561198190651641,2015-12-11,neutral
bryannnn,2013-12-30,positivo
LynkHD,2015-08-19,positivo
LynkHD,2015-06-24,neutral
76561198062193315,2014-03-22,positivo
ly_cheen,2015-10-18,neutral
ly_cheen,2015-02-08,negativo
ly_cheen,2015-09-06,positivo
ly_cheen,2015-09-18,positivo
ly_cheen,2015-02-20,positivo
ly_cheen,2015-02-19,positivo
ly_cheen,2015-08-04,positivo
ly_cheen,2012-09-26,neutral
76561198035136974,2015-07-23,neutral
76561198035136974,Posted January 4.,neutral
76561198035136974,Posted January 3.,neutral
iluvbutt,2015-07-06,positivo
iluvbutt,2015-06-04,negativo
iluvbutt,2014-05-17,neutral
76561198078429786,2015-08-02,positivo
76561198078429786,2014-01-13,neutral
memegod,2015-01-14,neutral
memegod,2015-01-14,neutral
memegod,2014-01-18,positivo
memegod,2014-12-05,neutral
memegod,2015-11-02,neutral
76561198056707381,2015-01-13,positivo
NonoNoNo890,2014-01-22,negativo
NonoNoNo890,2013-12-01,negativo
8j2c4,2015-07-09,negativo
8j2c4,2015-05-28,positivo
8j2c4,2014-08-21,neutral
8j2c4,2015-11-10,negativo
8j2c4,2015-05-28,positivo
8j2c4,2015-11-30,positivo
8j2c4,2015-03-04,positivo
8j2c4,2015-05-28,neutral
8j2c4,Posted March 22.,neutral
8j2c4,2015-05-28,negativo
76561198046685572,2013-08-25,negativo
76561198046685572,2012-07-18,negativo
76561198046685572,2012-02-22,positivo
76561198046685572,2012-02-17,neutral
76561198046685572,2011-12-10,positivo
76561198046685572,2011-11-25,positivo
76561198046685572,2011-10-24,positivo
76561198046685572,2011-09-09,positivo
M0les,2015-07-07,positivo
M0les,2015-06-03,neutral
M0les,2015-01-30,negativo
M0les,2014-02-22,positivo
m0ng,2014-06-25,negativo
Monsta_,2015-08-07,positivo
Monsta_,2015-08-03,positivo
m1lkingdud,2015-07-04,negativo
m1lkingdud,2014-10-10,positivo
m1lkingdud,2015-08-17,positivo
m1lkingdud,2014-10-10,positivo
m1lkingdud,2014-04-24,positivo
m1lkingdud,2014-04-24,positivo
m1lkingdud,2014-04-24,positivo
m1lkingdud,2014-01-12,neutral
m1lkingdud,2013-07-13,positivo
m1lkingdud,2013-01-06,positivo
kwaka_10,Posted March 20.,negativo
kwaka_10,Posted February 28.,positivo
76561197993114886,2015-11-28,positivo
76561197993114886,2015-11-07,negativo
lonelyming,2014-01-23,positivo
M4rty_C,Posted June 7.,positivo
M4rty_C,2015-03-20,negativo
M4rty_C,2015-02-27,negativo
masterroach,2014-07-18,negativo
ltayl1,2014-04-03,negativo
ltayl1,Posted May 15.,neutral
76561198046868249,2015-06-07,positivo
76561198046868249,Posted January 3.,negativo
mac085,2014-04-12,neutral
mac085,2014-04-05,positivo
macaso,2014-03-21,neutral
Ebolaassnigga,2015-08-22,positivo
76561198055685900,2014-06-27,neutral
76561198055685900,2015-03-11,neutral
76561198055685900,2014-04-11,positivo
76561198055685900,2014-03-07,positivo
76561198055685900,2014-02-19,positivo
kappaccino,2015-10-16,positivo
kappaccino,Posted April 5.,negativo
kappaccino,Posted January 28.,positivo
kaexa,2013-12-20,positivo
Machow,Posted August 9.,negativo
76561198083233789,2015-04-22,positivo
76561198083233789,2014-08-04,positivo
76561198071478454,2012-09-21,positivo
MacMan2710,2014-01-27,positivo
MacMan2710,2012-03-29,neutral
MacMan2710,2014-08-01,positivo
MacMan2710,2013-10-04,positivo
zjaerya135,2015-11-17,neutral
Imnotfromaustraliakids,2013-12-01,positivo
Imnotfromaustraliakids,2013-07-08,positivo
Imnotfromaustraliakids,2015-03-27,negativo
Imnotfromaustraliakids,2015-08-28,neutral
Imnotfromaustraliakids,2014-12-10,positivo
Imnotfromaustraliakids,2014-12-10,negativo
Imnotfromaustraliakids,2013-06-20,neutral
macrev,2015-11-16,positivo
nelso,2013-12-26,negativo
MADxMADxMARIO,2013-08-03,neutral
MADxMADxMARIO,2014-11-23,positivo
MadTheck,2015-04-23,positivo
adam_mer0011,2014-07-18,positivo
MadameMcThunder,2014-07-10,negativo
MadameMcThunder,2014-07-10,positivo
MadameMcThunder,2014-07-10,positivo
MadameMcThunder,2014-07-10,positivo
76561198036902336,2015-04-13,positivo
ZakGod09,2014-01-10,negativo
ZakGod09,Posted May 31.,positivo
maddogreilly999,2012-10-12,positivo
maddogreilly999,2012-04-14,positivo
MaddyS99,2014-12-12,positivo
MaddyS99,2014-09-25,positivo
madengineer,Posted September 2.,positivo
madengineer,2015-02-27,positivo
madengineer,2015-02-27,negativo
madengineer,2014-02-05,negativo
madgreg,2015-06-04,neutral
76561198042944630,2015-07-03,positivo
Born_of_Fire,Posted September 17.,negativo
Born_of_Fire,2014-01-25,positivo
Born_of_Fire,2013-12-14,positivo
76561198060473341,2015-09-04,negativo
76561198060473341,2014-01-13,positivo
Moba42,2014-08-17,negativo
76561197998095312,2015-02-15,neutral
76561197998095312,Posted May 24.,negativo
76561198080460427,2014-10-24,neutral
76561198080460427,2015-11-08,positivo
Magic_Carp,2015-04-30,positivo
Hugh-Mungus,2014-07-28,positivo
Hugh-Mungus,2014-07-27,neutral
Hugh-Mungus,2014-07-27,neutral
Hugh-Mungus,2014-07-27,positivo
Hugh-Mungus,2014-07-27,neutral
Hugh-Mungus,2014-07-27,positivo
Hugh-Mungus,2014-07-25,positivo
76561198043922525,2014-05-17,neutral
76561198034156056,2011-12-27,positivo
76561198034156056,2011-02-27,positivo
76561198034156056,2012-07-20,negativo
76561198034156056,2011-08-17,positivo
76561198034156056,2011-07-03,positivo
76561198034156056,2011-07-03,positivo
Powa_MaGix,2015-11-28,neutral
Powa_MaGix,2014-04-29,positivo
mmaddogtm,2014-05-21,positivo
mmaddogtm,2013-03-03,negativo
mmaddogtm,2014-07-02,positivo
mmaddogtm,2014-05-21,positivo
mmaddogtm,2014-09-12,neutral
mmaddogtm,2014-06-01,negativo
mmaddogtm,2014-09-12,positivo
76561198054837119,2015-09-23,positivo
76561198048022041,2014-03-08,negativo
76561198048022041,2015-11-02,positivo
76561198048022041,2012-08-19,negativo
76561198080651606,2014-02-19,positivo
76561198080651606,2014-09-05,neutral
76561198080651606,2013-12-05,positivo
76561198080651606,2013-11-26,neutral
mahj-,2014-08-24,neutral
mahj-,2013-05-20,positivo
mahj-,Posted March 17.,negativo
chooves,2014-02-06,positivo
chooves,2013-12-03,positivo
CantTellMeNothin,Posted July 22.,positivo
CantTellMeNothin,2012-12-28,negativo
76561198096670934,2014-05-20,positivo
76561198096670934,2015-04-15,negativo
Dampflok,2014-09-14,neutral
Dampflok,2014-09-14,positivo
76561198067161818,2015-12-28,neutral
duckmail,Posted March 27.,positivo
76561198099702159,2014-10-02,neutral
76561198045973971,2013-12-20,positivo
76561198093272537,2014-01-24,neutral
76561198049937609,Posted July 24.,positivo
76561198049937609,2015-11-25,negativo
76561198049937609,2014-12-20,negativo
76561198049937609,Posted August 6.,positivo
76561198049937609,Posted August 7.,positivo
76561198049937609,Posted July 24.,positivo
76561198049937609,Posted July 9.,positivo
76561198045875767,Posted February 3.,negativo
Xx_Maj_xX,Posted June 3.,neutral
76561198031043766,2015-05-06,negativo
76561198031043766,Posted April 18.,positivo
76561198097320856,2015-04-21,positivo
76561197964317648,2015-05-08,positivo
76561197964317648,2015-12-21,positivo
76561197989053217,2014-06-28,positivo
reallifecheater,2014-01-01,positivo
reallifecheater,2014-04-01,negativo
reallifecheater,2014-01-17,neutral
reallifecheater,2013-12-14,neutral
reallifecheater,2014-01-27,neutral
reallifecheater,2013-12-19,neutral
reallifecheater,2013-12-24,neutral
reallifecheater,2013-06-28,neutral
reallifecheater,2014-11-22,neutral
reallifecheater,2014-05-26,negativo
niwith,2014-12-15,negativo
niwith,2014-07-23,positivo
niwith,2014-07-18,positivo
niwith,2014-02-09,negativo
niwith,2013-12-16,positivo
76561198042504196,2012-11-07,neutral
76561198042504196,2012-08-04,negativo
76561198042504196,2012-08-04,neutral
mal1ci0us,Posted May 14.,negativo
LG2301,2014-01-04,neutral
jamesh98,2015-01-08,positivo
76561198065109854,Posted June 27.,positivo
76561198065109854,2015-11-11,neutral
76561198048363750,2014-08-15,positivo
76561198081265170,2015-12-29,neutral
76561198081265170,2015-12-29,negativo
76561198081265170,2015-12-29,positivo
76561198081265170,2015-11-14,positivo
76561198081265170,2015-05-16,negativo
gowuigilol1,2014-12-18,positivo
martinrocks,2014-08-26,neutral
martinrocks,2014-10-27,positivo
martinrocks,2014-06-29,positivo
martinrocks,2014-02-14,negativo
juanxoywea,Posted February 5.,neutral
76561198071626375,2014-09-19,neutral
76561198082134799,2015-06-16,neutral
76561198074284787,Posted March 11.,negativo
76561198066662465,2014-03-21,positivo
76561198066662465,2015-12-26,positivo
76561198066662465,Posted September 3.,negativo
76561198066662465,Posted September 3.,positivo
76561198066662465,Posted June 15.,positivo
76561198066662465,2015-12-16,positivo
76561198066662465,2015-01-07,positivo
76561198066662465,2015-01-07,positivo
76561198066662465,2015-01-07,positivo
76561198066662465,2015-01-07,neutral
76561198084408440,2015-02-23,positivo
animobeda,Posted April 26.,negativo
76561198053521602,2015-05-16,negativo
2pacisaliveincuba,2015-11-02,negativo
76561198078668022,Posted May 14.,positivo
eroth,2013-12-06,positivo
76561198047765065,2014-02-01,positivo
76561198094663041,2015-01-12,positivo
76561198094663041,2014-12-13,positivo
MantisTobogganThe2nd,2013-05-25,negativo
MantisTobogganThe2nd,2015-12-27,positivo
MantisTobogganThe2nd,2015-11-06,neutral
76561198023519729,Posted July 19.,positivo
76561198023519729,2015-11-23,positivo
manuelpr039,Posted July 12.,positivo
manuelpr039,2015-12-21,neutral
manuelpr039,Posted August 1.,neutral
manuelpr039,2015-12-10,neutral
manuelpr039,Posted May 24.,neutral
manuelpr039,2015-12-23,neutral
manuelpr039,2015-12-17,neutral
mapachenegro,Posted September 14.,neutral
mapachenegro,2014-08-29,neutral
maplesyrupguy,2015-01-04,positivo
maplesyrupguy,2014-07-19,neutral
maplesyrupguy,2015-12-28,positivo
mappy319df,2014-06-21,positivo
76561198086279622,2014-01-04,neutral
76561198086279622,2014-02-14,negativo
76561198043712583,2015-10-19,negativo
76561198043712583,2014-11-17,positivo
76561198043712583,Posted May 15.,negativo
76561198043712583,2015-10-20,positivo
76561198091479250,2015-05-17,neutral
76561198091479250,2014-03-11,neutral
76561198091479250,2014-12-23,neutral
76561198095450609,2015-01-12,positivo
76561198095450609,Posted April 16.,negativo
76561198058752236,2015-09-08,neutral
marcotc_,Posted January 11.,positivo
Marcosvfv,2014-06-24,positivo
76561198070840754,2014-01-15,neutral
marhan,2015-05-19,neutral
marhan,2015-02-26,negativo
marhan,Posted May 27.,positivo
marhan,2015-06-23,negativo
76561198097313353,2015-01-24,neutral
76561198029771387,2014-10-16,negativo
76561198029771387,2014-10-11,positivo
mario6345,2014-01-08,positivo
mario6345,2013-03-23,negativo
JackPipsam,2011-06-04,positivo
JackPipsam,2011-06-03,negativo
JackPipsam,2011-01-29,negativo
JackPipsam,2011-01-29,positivo
JackPipsam,2011-01-29,positivo
JackPipsam,2010-12-25,positivo
JackPipsam,2010-12-25,positivo
CmonGiveMeATripleKill,2014-10-29,positivo
CmonGiveMeATripleKill,2015-11-23,positivo
sionisindustries,2014-02-02,positivo
76561198072273253,2013-11-29,neutral
MarkiPoli,2015-12-21,positivo
MarkiPoli,2015-12-21,positivo
MarkiPoli,2015-12-30,positivo
MarkiPoli,2015-12-21,neutral
MarkiPoli,Posted January 23.,neutral
76561198059070449,2015-12-29,positivo
76561198059070449,2015-09-06,positivo
76561198059070449,2015-11-22,neutral
76561198059070449,Posted April 19.,neutral
76561198059070449,2014-12-26,positivo
76561198059070449,2015-10-02,positivo
Marksinator,2013-12-25,positivo
Marksinator,2015-02-23,positivo
Marksinator,2013-11-25,negativo
Marksinator,2015-11-10,positivo
Marksinator,2015-02-21,positivo
SHaBanGAbaNG,2015-08-25,neutral
76561198122123166,2015-06-01,neutral
marmotas,2014-10-26,positivo
marmotas,Posted January 10.,negativo
marmotas,Posted January 3.,neutral
marmotas,Posted January 1.,positivo
marmotas,2015-10-02,positivo
marmotas,2014-11-26,positivo
marmotas,2014-07-13,neutral
marmotas,2013-12-02,neutral
76561198044605552,2015-01-09,neutral
76561198044605552,2014-11-29,negativo
76561198044605552,2014-03-08,positivo
76561198044605552,2014-10-15,positivo
KillerDoritoZ,2014-07-31,positivo
KillerDoritoZ,2015-06-05,positivo
KillerDoritoZ,2014-06-03,negativo
76561198069965060,2014-08-16,neutral
420Club,2014-05-27,positivo
76561198094136811,2013-12-03,negativo
MarsOz,Posted June 16.,negativo
MarsOz,Posted April 19.,neutral
76561198182154914,2015-12-31,positivo
MartinMayonnaise,2013-12-26,positivo
76561198071104985,2015-01-26,positivo
76561198071104985,2015-01-27,negativo
76561198071104985,2015-01-26,negativo
76561198071104985,2013-12-06,positivo
martythepanda,2015-07-10,negativo
76561198014200832,2014-06-24,positivo
MarucTp,2015-03-25,neutral
Noorman,2014-12-23,neutral
Noorman,2015-02-17,neutral
Noorman,2015-02-17,neutral
Noorman,Posted June 26.,neutral
Noorman,Posted May 5.,neutral
Noorman,2015-03-30,neutral
VanClash,2014-08-23,positivo
VanClash,2012-07-12,positivo
VanClash,2011-12-27,negativo
VanClash,2010-12-18,positivo
VanClash,2013-12-27,positivo
VanClash,2011-07-04,positivo
viniff3,2014-02-04,neutral
viniff3,2015-11-21,positivo
76561198064910840,2015-04-17,positivo
76561198064910840,2015-11-23,positivo
76561198064910840,2014-05-17,positivo
76561198064910840,2013-12-29,positivo
76561198064910840,2014-07-11,positivo
76561198064910840,2014-11-02,positivo
76561198064910840,2014-11-02,negativo
76561198064910840,2014-06-08,negativo
76561198064910840,2014-05-17,positivo
76561198059576557,2014-10-16,neutral
76561198062454216,2014-03-15,positivo
76561198062454216,2013-12-31,positivo
HaloGummi,2015-04-17,neutral
TBMC,2014-07-01,positivo
TBMC,2013-12-10,positivo
Master25Oficial,2013-12-14,neutral
Master25Oficial,2014-03-02,positivo
Master25Oficial,Posted June 30.,positivo
Master25Oficial,2015-10-05,negativo
Master25Oficial,2015-02-21,neutral
Master25Oficial,2014-08-15,neutral
Master25Oficial,2014-07-05,neutral
Master25Oficial,2014-02-18,neutral
bobibonk,2013-12-04,positivo
random_dude_117,2014-08-13,positivo
76561198028388756,Posted May 27.,positivo
76561198028388756,2014-12-29,positivo
76561198028388756,Posted June 14.,neutral
76561198028388756,Posted June 5.,neutral
Mastermind1998,2013-12-27,positivo
Mastermind1998,2013-12-23,negativo
76561198057479361,Posted April 16.,negativo
76561198057479361,2014-12-25,positivo
76561198057479361,2014-12-25,negativo
76561198057479361,2014-12-05,negativo
Captain_Honey,2014-07-12,positivo
Captain_Honey,2015-07-21,negativo
reallycoolman,2014-05-30,positivo
reallycoolman,2014-11-19,negativo
reallycoolman,2014-09-23,negativo
reallycoolman,2014-05-01,positivo
reallycoolman,2014-05-01,negativo
reallycoolman,2014-02-13,positivo
reallycoolman,2014-01-08,positivo
76561198079899934,2015-06-19,neutral
76561198074993638,2015-02-08,positivo
76561198087809390,2015-01-10,positivo
76561198087809390,Posted July 15.,positivo
76561198087809390,2015-09-19,negativo
76561198087574900,2014-07-03,neutral
091263,2013-12-27,neutral
091263,2014-07-09,positivo
091263,2014-05-11,positivo
091263,2013-12-03,neutral
091263,2013-12-27,positivo
091263,2013-12-27,negativo
091263,2014-02-23,neutral
091263,2013-12-03,negativo
091263,2013-12-04,neutral
TREEPAlN,2014-09-27,neutral
76561198071083918,2015-01-01,neutral
mathelus,2012-09-18,negativo
mathelus,2012-07-17,negativo
clawbot44,2014-08-20,positivo
clawbot44,2014-08-20,positivo
xmatiias,2014-06-26,neutral
xmatiias,2014-07-03,positivo
xmatiias,2013-09-28,neutral
xmatiias,2013-09-28,neutral
xmatiias,2015-08-31,negativo
matocake,2015-06-05,positivo
76561198059298985,Posted June 10.,neutral
76561198059298985,2015-12-22,positivo
76561198059298985,Posted April 23.,positivo
76561198059298985,Posted July 16.,positivo
76561198059298985,2015-11-12,negativo
76561198059298985,2015-08-16,positivo
76561198059298985,2015-06-01,positivo
76561198044675502,2015-01-13,neutral
76561198044675502,2015-12-03,positivo
76561198065145032,2015-01-25,negativo
76561198072851994,2014-02-27,positivo
76561198072851994,2014-08-05,neutral
Matt4Prez2K16,2014-02-11,positivo
Matt4Prez2K16,2013-09-20,positivo
Matt4Prez2K16,2015-08-14,neutral
Matt4Prez2K16,2015-02-25,negativo
Matt4Prez2K16,2014-02-11,negativo
Matt4Prez2K16,2014-02-11,positivo
76561198034985315,2015-02-17,positivo
MattaPuttasPT,2015-06-22,positivo
MattaPuttasPT,2015-06-21,positivo
MattaPuttasPT,2015-05-28,negativo
MattaPuttasPT,2015-04-14,positivo
MattaPuttasPT,2015-04-01,neutral
MattaPuttasPT,2013-12-28,neutral
MattaPuttasPT,2015-03-22,negativo
MattaPuttasPT,Posted August 1.,positivo
76561198070771562,Posted January 22.,positivo
76561197963638240,Posted February 27.,positivo
76561198049382758,2015-04-29,neutral
76561198049382758,2014-06-21,neutral
76561198049382758,2015-10-13,positivo
76561198049382758,2015-09-28,neutral
76561198008760866,2014-08-20,negativo
76561198008760866,2015-08-09,negativo
76561198083444374,2014-07-05,neutral
76561198083444374,2014-12-22,neutral
76561198083444374,2015-10-14,neutral
MattrAus,2015-11-01,neutral
MattrAus,2015-04-08,positivo
Matttopia,2014-01-20,positivo
Matttopia,Posted February 6.,positivo
Matttopia,2014-09-23,neutral
Matttopia,2014-09-17,positivo
Matttopia,2014-02-01,negativo
Matttopia,2014-07-12,positivo
76561198027720165,2015-08-29,positivo
76561198027720165,2013-06-12,neutral
76561198027720165,Posted July 14.,negativo
76561198027720165,Posted May 28.,negativo
76561198027720165,2014-08-05,positivo
76561198085470909,2014-12-24,neutral
MinerKnight,2015-12-16,positivo
MinerKnight,2013-11-28,positivo
MinerKnight,2015-06-13,negativo
MinerKnight,2015-10-26,positivo
MinerKnight,2015-11-08,positivo
MinerKnight,2015-11-22,neutral
MinerKnight,2015-01-29,negativo
MinerKnight,2015-01-26,negativo
MinerKnight,2015-12-16,positivo
MinerKnight,2013-11-28,positivo
MinerKnight,2015-06-13,negativo
MinerKnight,2015-10-26,positivo
MinerKnight,2015-11-08,positivo
MinerKnight,2015-11-22,neutral
MinerKnight,2015-01-29,negativo
MinerKnight,2015-01-26,negativo
maverick1126,2015-03-16,positivo
maverick1126,2014-05-13,positivo
maverick1126,2014-05-13,positivo
maverick1126,2014-05-13,positivo
maverick1126,2013-11-10,neutral
maverick1126,2013-03-20,positivo
mastrix8,Posted March 14.,positivo
76561198064872377,2013-12-27,negativo
76561198064872377,2013-12-07,negativo
554076033,Posted May 3.,positivo
fuckingdinasaww,2014-04-16,positivo
fuckingdinasaww,2014-04-17,positivo
fuckingdinasaww,2014-04-17,negativo
fuckingdinasaww,2015-03-13,positivo
fuckingdinasaww,2013-07-09,positivo
fuckingdinasaww,2013-02-23,positivo
_maximus,2015-08-11,negativo
maxstupo,2014-06-28,positivo
maxy21,2014-02-08,positivo
76561198284225973,Posted May 1.,positivo
76561198284225973,Posted May 24.,positivo
mayaismywife,2014-09-27,negativo
mayaismywife,2015-05-16,positivo
TANTANTAN1,2015-10-17,neutral
TANTANTAN1,2015-07-31,neutral
TANTANTAN1,2015-06-19,neutral
TANTANTAN1,2014-11-29,neutral
joshuacowan23,2013-12-03,neutral
Pregao07,2015-10-30,positivo
mind_fucked,2014-08-21,negativo
halback4,2014-11-29,negativo
halback4,2014-11-14,negativo
halback4,2014-02-13,positivo
halback4,2013-12-07,neutral
76561198087930289,2014-05-18,neutral
C9Kfl0m,2014-03-14,negativo
mazzabro,2014-02-16,negativo
mazzabro,2014-04-10,positivo
mazzabro,2014-02-16,negativo
mazzabro,2014-04-10,positivo
MAZZA768,Posted April 13.,positivo
mazzarc,2014-01-04,positivo
mazzarc,2013-04-11,positivo
mblades,Posted June 26.,negativo
mblades,2013-07-09,negativo
mblades,Posted March 25.,positivo
MebzAdventures,2015-01-24,positivo
aarenswag,2014-12-26,positivo
sexybabes,2014-06-21,positivo
McLovinOFFICIAL,2014-05-29,negativo
McLovinOFFICIAL,2014-03-30,positivo
Admiral_Jt,2014-03-22,neutral
Admiral_Jt,2014-07-21,positivo
Admiral_Jt,2014-12-28,neutral
Admiral_Jt,2014-07-21,negativo
Admiral_Jt,2014-04-07,negativo
MC2001,2015-08-19,positivo
Mcboyo,2015-04-04,neutral
Mcboyo,Posted March 11.,positivo
Mcboyo,Posted March 5.,positivo
Mcboyo,2014-07-03,positivo
Mcboyo,2014-07-03,positivo
Mcboyo,2013-12-19,positivo
76561198095959526,2015-12-09,positivo
76561198095959526,2015-02-27,positivo
76561198095959526,2014-12-31,negativo
76561198095959526,2014-12-10,positivo
Gabbu,2014-12-22,neutral
Gabbu,Posted May 8.,neutral
Gabbu,2015-01-12,neutral
76561198043802521,2014-02-25,positivo
maxmonaey,2014-09-22,negativo
maxmonaey,2015-03-25,negativo
maxmonaey,2015-01-13,positivo
assperabass,2014-01-21,neutral
76561198101324330,2015-01-15,positivo
76561198101324330,2014-06-21,positivo
UltimateAlloy,2013-11-07,positivo
UltimateAlloy,Posted June 29.,negativo
UltimateAlloy,2015-06-14,negativo
76561198059301330,2015-05-29,negativo
76561198059301330,Posted February 12.,positivo
76561198059301330,2014-10-06,positivo
76561198059301330,2015-01-10,positivo
76561198059301330,2015-05-14,negativo
76561198059301330,2015-02-20,negativo
76561198059301330,2015-01-15,negativo
76561198059301330,2014-10-15,positivo
76561198059301330,2013-12-14,positivo
76561198059301330,2013-11-26,positivo
76561197965224231,2015-03-20,negativo
76561197965224231,2014-11-03,positivo
76561198126883516,2015-05-06,positivo
mda7,2015-02-04,negativo
mda7,2015-11-21,positivo
mda7,2015-11-21,positivo
mda7,Posted April 24.,negativo
mda7,2015-07-07,positivo
mda7,2015-07-23,negativo
mda7,2015-07-24,positivo
76561198025505068,Posted June 27.,negativo
76561198025505068,Posted February 24.,positivo
76561198025505068,2015-09-14,positivo
76561198066639517,2015-07-01,positivo
76561198066639517,2015-06-15,negativo
Meatman1151,2015-08-10,positivo
Meatman1151,2014-06-03,positivo
Meatman1151,2015-06-06,positivo
76561198066529457,2015-01-20,positivo
Clinkzton,2015-02-05,positivo
Clinkzton,2015-02-05,positivo
Clinkzton,2014-12-31,positivo
Clinkzton,2014-12-31,negativo
Clinkzton,2014-12-31,positivo
76561198089875992,2015-08-18,positivo
76561198089875992,2014-01-18,positivo
76561198026614455,2014-12-11,positivo
76561198026614455,2014-04-19,negativo
76561198026614455,2014-08-26,neutral
76561198026614455,2014-06-23,positivo
76561198026614455,2014-06-23,positivo
76561198026614455,2014-04-18,negativo
76561198026614455,2014-03-05,negativo
disregardwomenacquirecurrency,2015-04-23,neutral
76561198070942468,2015-09-01,positivo
FixItFox,2015-05-28,negativo
FixItFox,2015-04-03,positivo
FixItFox,2015-04-03,positivo
FixItFox,2015-04-03,neutral
FixItFox,2014-08-22,negativo
Edgy1,Posted January 5.,positivo
Edgy1,2015-11-24,positivo
Edgy1,2014-12-09,neutral
Edgy1,2015-10-28,negativo
Edgy1,2014-02-21,positivo
mouwen,Posted March 20.,negativo
76561198049136422,2015-09-12,positivo
76561198049136422,2014-02-06,positivo
liv0004,2013-12-28,negativo
medusameows,2013-12-20,positivo
Jarface,2014-03-12,positivo
76561198084307939,2015-07-23,negativo
76561198084307939,2015-06-10,positivo
76561198084307939,2014-12-27,negativo
76561198084307939,2015-06-03,positivo
76561198084307939,2013-07-14,positivo
eddygotts,2014-07-03,positivo
themegastro,2013-12-18,positivo
MegaTeamAJ,Posted May 21.,positivo
MaarTinxu,2014-07-09,positivo
MaarTinxu,2014-03-02,positivo
MeGoring,2015-06-05,positivo
MeguminUce,2015-04-26,negativo
MeguminUce,2014-06-26,neutral
MeguminUce,2014-06-26,neutral
MeguminUce,2013-11-25,positivo
CaptainViggs,2013-12-24,positivo
CaptainViggs,2013-11-28,positivo
__UW0TM8__,Posted August 31.,positivo
76561198086622542,Posted April 16.,neutral
76561198086622542,2014-07-01,positivo
darkaceftw,2015-11-28,positivo
nerfdarius,2015-03-15,negativo
tcruisemissile,2014-06-08,neutral
tcruisemissile,2014-02-17,negativo
76561198094961153,Posted June 15.,negativo
76561198094961153,2015-04-23,neutral
76561198094961153,Posted July 11.,positivo
76561198094961153,Posted July 1.,positivo
76561198094961153,2015-05-08,negativo
qortmdals003,2015-11-27,neutral
Melonman231,Posted September 1.,positivo
Melonman231,Posted September 1.,positivo
Melonman231,Posted August 19.,negativo
pandashan,2015-05-08,positivo
thomazlol,2015-10-23,neutral
thomazlol,2014-09-28,positivo
thomazlol,2014-01-22,positivo
ItsItsItsItsItsmememe,2015-01-30,neutral
ItsItsItsItsItsmememe,2015-10-22,negativo
ItsItsItsItsItsmememe,Posted January 28.,negativo
ItsItsItsItsItsmememe,2015-09-10,positivo
ItsItsItsItsItsmememe,2015-01-30,positivo
Lockouttaheaven,2015-02-27,positivo
Lockouttaheaven,2015-02-27,positivo
Lockouttaheaven,2015-02-27,positivo
Lockouttaheaven,2015-02-27,positivo
Lockouttaheaven,2015-02-27,positivo
76561198071991173,2015-04-24,positivo
76561198079507473,2014-06-27,neutral
howtodoto101,2015-12-18,neutral
howtodoto101,2014-02-24,positivo
theguywithnobrain,Posted May 23.,negativo
theguywithnobrain,Posted January 16.,negativo
theguywithnobrain,Posted August 31.,negativo
theguywithnobrain,Posted July 4.,negativo
theguywithnobrain,2014-12-22,neutral
theguywithnobrain,Posted September 10.,negativo
theguywithnobrain,Posted July 28.,positivo
theguywithnobrain,Posted July 23.,positivo
theguywithnobrain,Posted January 19.,positivo
theguywithnobrain,Posted January 16.,positivo
AAAAAAAAlAAAAAAAAAA,Posted February 26.,neutral
h00py,2014-09-30,positivo
76561198044026724,2015-01-01,neutral
